sid,day,month,year,streams
75ZvA4QfFiZvzhj2xkaWAh,18,11,2017,2308571
5tz69p7tJuGPeMGwNTxYuV,18,11,2017,2292423
7qiZfU4dY1lWllzX7mPBI3,18,11,2017,2061929
5Z3GHaZ6ec9bsiI5BenrbY,18,11,2017,2058828
32DGGj6KlNuBr6WaqRxpxi,18,11,2017,1997621
0Zbbxnx4SGGHoIow4PpISP,18,11,2017,1967903
5b2QnYcT9rQIkhRWt4HztQ,18,11,2017,1962323
6Za3190Sbw39BBC77WSS1C,18,11,2017,1955034
1zsG4eaZmkA1dvjDDsAGLK,18,11,2017,1929848
2OALaHcDdKkjYEpAr0Qzab,18,11,2017,1847369
3B54sVLJ402zGa6Xm4YGNe,18,11,2017,1843434
0tKcYR2II1VCQWT79i5NrW,18,11,2017,1821293
7GX5flRQZVHRAGd6B4TmDO,18,11,2017,1805929
2rb5MvYT7ZIxbKW5hfcHx8,18,11,2017,1804696
5AEtlRudpgdT5FtNiuly6Y,18,11,2017,1772869
1m69ELEgE6k5ZWsap40ozt,18,11,2017,1739012
2fQrGHiQOvpL9UgPvtYy6G,18,11,2017,1731611
6QgjcU0zLnzq5OrUoSZ3OK,18,11,2017,1694638
7JNh1cfm0eXjqFVOzKLyau,18,11,2017,1638335
5hcisvFMidkMJlElTO9Qmw,18,11,2017,1605800
3a1lNhkSLSkpJE4MSHpDu9,18,11,2017,1604974
3m660poUr1chesgkkjQM7P,18,11,2017,1583050
6De0lHrwBfPfrhorm9q1Xl,18,11,2017,1560347
2Xqd0wUttjueBfdcltADOv,18,11,2017,1541757
42CeaId2XNlxugDvyqHfDf,18,11,2017,1465007
4dVpf9jZjcORqGTLUaeYj9,18,11,2017,1442075
7fwXWKdDNI5IutOMc5OKYw,18,11,2017,1430916
7sO5G9EABYOXQKNPNiE9NR,18,11,2017,1421745
2771LMNxwf62FTAdpJMQfM,18,11,2017,1417076
7iDa6hUg2VgEL1o1HjmfBn,18,11,2017,1367369
0CokSRCu5hZgPxcZBaEzVE,18,11,2017,1360952
4iLqG9SeJSnt0cSPICSjxv,18,11,2017,1351446
1YZfcVLbbJwfizR5cDOp3q,18,11,2017,1345930
0Qh38w01QRXK6KHIv0e3hb,18,11,2017,1340996
2nUJvBO87SkxCViQsLc9Zr,18,11,2017,1340148
70lnL3QaSOIIyMa2X9aVRL,18,11,2017,1318420
3PEgB3fkiojxms35ntsTgs,18,11,2017,1311399
7nZmah2llfvLDiUjm0kiyz,18,11,2017,1300046
1wjzFQodRWrPcQ0AnYnvQ9,18,11,2017,1292561
2xmrfQpmS2iJExTlklLoAL,18,11,2017,1289549
7KXjTSCq5nL1LoYtL7XAwS,18,11,2017,1279380
7ofxPmTNMj2GP07g1VZa0O,18,11,2017,1261559
3VClLWqNn80Llv0PJOsKgr,18,11,2017,1168469
7m9OqQk4RVRkw9JJdeAw96,18,11,2017,1158694
0qYTZCo5Bwh1nsUFGZP3zn,18,11,2017,1149006
693iqPOQvhI7PobtR8CC8v,18,11,2017,1148764
5CtI0qwDJkDQGwXD1H1cLb,18,11,2017,1105087
3whrwq4DtvucphBPUogRuJ,18,11,2017,1102414
5TysCiZtv1HnSWcTcUFusI,18,11,2017,1085385
5yFSF6qQA1rcLsQRnBsZgb,18,11,2017,1052706
6RUKPb4LETWmmr3iAEQktW,18,11,2017,1049148
0CcQNd8CINkwQfe1RDtGV6,18,11,2017,1046033
4v094LQ9eF10k2O2Te2ngK,18,11,2017,1038378
2cnKEkpVUSV4wnjQiTWfH6,18,11,2017,1034536
1XRgIKC5TPwo7nWGyKqgG0,18,11,2017,1029777
0JcNysfWVWaMS7R6vzGB2k,18,11,2017,1025191
5bcTCxgc7xVfSaMV3RuVke,18,11,2017,1019756
4aWmUDTfIPGksMNLV2rQP2,18,11,2017,1009051
5u6vkDnOyaf8LsteDAj2ub,18,11,2017,981543
79cuOz3SPQTuFrp8WgftAu,18,11,2017,972854
7EI6Iki24tBHAMxtb4xQN2,18,11,2017,965004
0lJCqIx5BhZtf6QtYI2fbv,18,11,2017,964010
6uFsE1JgZ20EXyU0JQZbUR,18,11,2017,960805
1yxgsra98r3qAtxqiGZPiX,18,11,2017,949697
7y9iMe8SOB6z3NoHE2OfXl,18,11,2017,942065
1OAh8uOEOvTDqkKFsKksCi,18,11,2017,911385
6WbADFqMvR8N5u0BvtsWQE,18,11,2017,910238
6gBFPUFcJLzWGx4lenP6h2,18,11,2017,904015
4lESS6vuruP6a79KWRaQou,18,11,2017,889997
7DsX5K72fewVGb47qj7Tbg,18,11,2017,886558
6EpRaXYhGOB3fj4V2uDkMJ,18,11,2017,878747
3zoYkqS4y2BsGVShPL2nTE,18,11,2017,861091
152lZdxL1OR0ZMW6KquMif,18,11,2017,860613
2Za1AlJNvksouPPWbXpR2X,18,11,2017,859548
7MHN1aCFtLXjownGhvEQlF,18,11,2017,858040
0NiXXAI876aGImAd6rTj8w,18,11,2017,839460
0Wv5wuenRLI3BcwgT3HPIP,18,11,2017,829819
3DXncPQOG4VBw3QHh3S817,18,11,2017,819444
5uCax9HTNlzGybIStD3vDh,18,11,2017,815161
22eADXu8DfOAUEDw4vU8qy,18,11,2017,809750
6sn8WaooLLVhQvU96wtEAm,18,11,2017,805916
2z4pcBLQXF2BXKFvd0BuB6,18,11,2017,789288
6NWl2m8asvH83xjuXVNsuG,18,11,2017,788871
7F9vK8hNFMml4GtHsaXui6,18,11,2017,785241
6kex4EBAj0WHXDKZMEJaaF,18,11,2017,782762
5yuShbu70mtHXY0yLzCQLQ,18,11,2017,780478
1Qg9jWGDkKAGZXj5v2OG59,18,11,2017,780411
3ojTJaonfkL96iIWa47SU3,18,11,2017,767419
5zSOVwaY3sVjnmLhuEfsuf,18,11,2017,766454
7wGoVu4Dady5GV0Sv4UIsx,19,11,2017,4856780
0ofbQMrRDsUaVKq2mGLEAb,19,11,2017,4069117
2ekn2ttSfGqwhhate0LSR0,19,11,2017,3209374
43ZyHQITOjhciSUUNPVRHc,19,11,2017,3067289
0tgVpDi06FyKpA1z0VMD4v,19,11,2017,3056308
1mXVgsBdtIVeCLJnSnmtdV,19,11,2017,3038467
7EmGUiUaOSGDnUUQUDrOXC,19,11,2017,2883756
3hBBKuWJfxlIlnd9QFoC8k,19,11,2017,2867836
1j4kHkkpqZRBwE0A4CN4Yv,19,11,2017,2476258
6mrKP2jyIQmM0rw6fQryjr,19,11,2017,2464181
7vGuf3Y35N4wmASOKLUVVU,19,11,2017,2377379
75ZvA4QfFiZvzhj2xkaWAh,19,11,2017,2108734
5tz69p7tJuGPeMGwNTxYuV,19,11,2017,2062481
5Z3GHaZ6ec9bsiI5BenrbY,19,11,2017,1885859
1zsG4eaZmkA1dvjDDsAGLK,19,11,2017,1853593
7qiZfU4dY1lWllzX7mPBI3,19,11,2017,1839538
32DGGj6KlNuBr6WaqRxpxi,19,11,2017,1810740
6Za3190Sbw39BBC77WSS1C,19,11,2017,1715996
0Zbbxnx4SGGHoIow4PpISP,19,11,2017,1715035
5b2QnYcT9rQIkhRWt4HztQ,19,11,2017,1660214
7GX5flRQZVHRAGd6B4TmDO,19,11,2017,1620378
3B54sVLJ402zGa6Xm4YGNe,19,11,2017,1615823
0tKcYR2II1VCQWT79i5NrW,19,11,2017,1600961
5AEtlRudpgdT5FtNiuly6Y,19,11,2017,1597907
2OALaHcDdKkjYEpAr0Qzab,19,11,2017,1588462
2rb5MvYT7ZIxbKW5hfcHx8,19,11,2017,1576500
2fQrGHiQOvpL9UgPvtYy6G,19,11,2017,1563212
1m69ELEgE6k5ZWsap40ozt,19,11,2017,1514289
6QgjcU0zLnzq5OrUoSZ3OK,19,11,2017,1499468
3a1lNhkSLSkpJE4MSHpDu9,19,11,2017,1447404
5hcisvFMidkMJlElTO9Qmw,19,11,2017,1445624
3m660poUr1chesgkkjQM7P,19,11,2017,1420240
7JNh1cfm0eXjqFVOzKLyau,19,11,2017,1414189
2Xqd0wUttjueBfdcltADOv,19,11,2017,1362698
42CeaId2XNlxugDvyqHfDf,19,11,2017,1347907
6De0lHrwBfPfrhorm9q1Xl,19,11,2017,1325338
4dVpf9jZjcORqGTLUaeYj9,19,11,2017,1277775
2771LMNxwf62FTAdpJMQfM,19,11,2017,1266698
7sO5G9EABYOXQKNPNiE9NR,19,11,2017,1240249
7iDa6hUg2VgEL1o1HjmfBn,19,11,2017,1237231
2nUJvBO87SkxCViQsLc9Zr,19,11,2017,1225675
4iLqG9SeJSnt0cSPICSjxv,19,11,2017,1213122
0Qh38w01QRXK6KHIv0e3hb,19,11,2017,1203654
7fwXWKdDNI5IutOMc5OKYw,19,11,2017,1194201
1wjzFQodRWrPcQ0AnYnvQ9,19,11,2017,1182954
1YZfcVLbbJwfizR5cDOp3q,19,11,2017,1176176
0CokSRCu5hZgPxcZBaEzVE,19,11,2017,1173192
70lnL3QaSOIIyMa2X9aVRL,19,11,2017,1159900
3PEgB3fkiojxms35ntsTgs,19,11,2017,1115402
7nZmah2llfvLDiUjm0kiyz,19,11,2017,1112363
7KXjTSCq5nL1LoYtL7XAwS,19,11,2017,1089152
2xmrfQpmS2iJExTlklLoAL,19,11,2017,1082355
7m9OqQk4RVRkw9JJdeAw96,19,11,2017,1067094
7ofxPmTNMj2GP07g1VZa0O,19,11,2017,1066930
3whrwq4DtvucphBPUogRuJ,19,11,2017,999472
3VClLWqNn80Llv0PJOsKgr,19,11,2017,981263
693iqPOQvhI7PobtR8CC8v,19,11,2017,979997
4v094LQ9eF10k2O2Te2ngK,19,11,2017,971875
0qYTZCo5Bwh1nsUFGZP3zn,19,11,2017,964847
5CtI0qwDJkDQGwXD1H1cLb,19,11,2017,959722
0CcQNd8CINkwQfe1RDtGV6,19,11,2017,936378
5yFSF6qQA1rcLsQRnBsZgb,19,11,2017,933594
6RUKPb4LETWmmr3iAEQktW,19,11,2017,923526
5TysCiZtv1HnSWcTcUFusI,19,11,2017,916663
1XRgIKC5TPwo7nWGyKqgG0,19,11,2017,910758
2cnKEkpVUSV4wnjQiTWfH6,19,11,2017,880437
0lJCqIx5BhZtf6QtYI2fbv,19,11,2017,872086
0JcNysfWVWaMS7R6vzGB2k,19,11,2017,871536
4aWmUDTfIPGksMNLV2rQP2,19,11,2017,865099
7y9iMe8SOB6z3NoHE2OfXl,19,11,2017,863698
1yxgsra98r3qAtxqiGZPiX,19,11,2017,861243
5bcTCxgc7xVfSaMV3RuVke,19,11,2017,856811
79cuOz3SPQTuFrp8WgftAu,19,11,2017,856055
7EI6Iki24tBHAMxtb4xQN2,19,11,2017,852151
6uFsE1JgZ20EXyU0JQZbUR,19,11,2017,850023
5u6vkDnOyaf8LsteDAj2ub,19,11,2017,845935
152lZdxL1OR0ZMW6KquMif,19,11,2017,826595
6gBFPUFcJLzWGx4lenP6h2,19,11,2017,822122
0bYg9bo50gSsH3LtXe2SQn,19,11,2017,818232
7DsX5K72fewVGb47qj7Tbg,19,11,2017,811999
5uCax9HTNlzGybIStD3vDh,19,11,2017,807586
4lESS6vuruP6a79KWRaQou,19,11,2017,778600
2Za1AlJNvksouPPWbXpR2X,19,11,2017,774209
6EpRaXYhGOB3fj4V2uDkMJ,19,11,2017,773541
6WbADFqMvR8N5u0BvtsWQE,19,11,2017,772439
1OAh8uOEOvTDqkKFsKksCi,19,11,2017,768691
6NWl2m8asvH83xjuXVNsuG,19,11,2017,756696
3zoYkqS4y2BsGVShPL2nTE,19,11,2017,747487
0NiXXAI876aGImAd6rTj8w,19,11,2017,741174
3DXncPQOG4VBw3QHh3S817,19,11,2017,738358
7MHN1aCFtLXjownGhvEQlF,19,11,2017,728331
7AQim7LbvFVZJE3O8TYgf2,19,11,2017,727043
0Wv5wuenRLI3BcwgT3HPIP,19,11,2017,720769
3Ga6eKrUFf12ouh9Yw3v2D,19,11,2017,716191
7F9vK8hNFMml4GtHsaXui6,19,11,2017,714976
5yuShbu70mtHXY0yLzCQLQ,19,11,2017,708520
22eADXu8DfOAUEDw4vU8qy,19,11,2017,692891
40oKW22ZNNkEdZLJTScaQI,19,11,2017,684301
6p8NuHm8uCGnn2Dtbtf7zE,19,11,2017,681504
1Qg9jWGDkKAGZXj5v2OG59,19,11,2017,679771
7wGoVu4Dady5GV0Sv4UIsx,20,11,2017,5131115
0ofbQMrRDsUaVKq2mGLEAb,20,11,2017,4127199
7EmGUiUaOSGDnUUQUDrOXC,20,11,2017,3347334
2ekn2ttSfGqwhhate0LSR0,20,11,2017,3324822
0tgVpDi06FyKpA1z0VMD4v,20,11,2017,3278096
1mXVgsBdtIVeCLJnSnmtdV,20,11,2017,3190069
43ZyHQITOjhciSUUNPVRHc,20,11,2017,3084771
3hBBKuWJfxlIlnd9QFoC8k,20,11,2017,2954393
6mrKP2jyIQmM0rw6fQryjr,20,11,2017,2684729
1j4kHkkpqZRBwE0A4CN4Yv,20,11,2017,2613950
7vGuf3Y35N4wmASOKLUVVU,20,11,2017,2569999
75ZvA4QfFiZvzhj2xkaWAh,20,11,2017,2352825
5tz69p7tJuGPeMGwNTxYuV,20,11,2017,2169641
1zsG4eaZmkA1dvjDDsAGLK,20,11,2017,2101376
5Z3GHaZ6ec9bsiI5BenrbY,20,11,2017,2012974
32DGGj6KlNuBr6WaqRxpxi,20,11,2017,1947227
7qiZfU4dY1lWllzX7mPBI3,20,11,2017,1876887
0Zbbxnx4SGGHoIow4PpISP,20,11,2017,1840920
5AEtlRudpgdT5FtNiuly6Y,20,11,2017,1809345
5b2QnYcT9rQIkhRWt4HztQ,20,11,2017,1777823
2OALaHcDdKkjYEpAr0Qzab,20,11,2017,1683496
7GX5flRQZVHRAGd6B4TmDO,20,11,2017,1680172
0tKcYR2II1VCQWT79i5NrW,20,11,2017,1676948
3B54sVLJ402zGa6Xm4YGNe,20,11,2017,1664229
6QgjcU0zLnzq5OrUoSZ3OK,20,11,2017,1648954
6Za3190Sbw39BBC77WSS1C,20,11,2017,1638408
2fQrGHiQOvpL9UgPvtYy6G,20,11,2017,1614561
3a1lNhkSLSkpJE4MSHpDu9,20,11,2017,1552737
2rb5MvYT7ZIxbKW5hfcHx8,20,11,2017,1551400
42CeaId2XNlxugDvyqHfDf,20,11,2017,1550692
3m660poUr1chesgkkjQM7P,20,11,2017,1549443
2Xqd0wUttjueBfdcltADOv,20,11,2017,1475846
5hcisvFMidkMJlElTO9Qmw,20,11,2017,1452172
1m69ELEgE6k5ZWsap40ozt,20,11,2017,1440937
7iDa6hUg2VgEL1o1HjmfBn,20,11,2017,1414921
4dVpf9jZjcORqGTLUaeYj9,20,11,2017,1392497
7sO5G9EABYOXQKNPNiE9NR,20,11,2017,1391601
7JNh1cfm0eXjqFVOzKLyau,20,11,2017,1342612
6De0lHrwBfPfrhorm9q1Xl,20,11,2017,1302705
0Qh38w01QRXK6KHIv0e3hb,20,11,2017,1293851
4iLqG9SeJSnt0cSPICSjxv,20,11,2017,1272931
2771LMNxwf62FTAdpJMQfM,20,11,2017,1265463
1YZfcVLbbJwfizR5cDOp3q,20,11,2017,1255434
2nUJvBO87SkxCViQsLc9Zr,20,11,2017,1248549
1wjzFQodRWrPcQ0AnYnvQ9,20,11,2017,1244874
0CokSRCu5hZgPxcZBaEzVE,20,11,2017,1232876
2xmrfQpmS2iJExTlklLoAL,20,11,2017,1216568
3PEgB3fkiojxms35ntsTgs,20,11,2017,1210290
7nZmah2llfvLDiUjm0kiyz,20,11,2017,1189148
7fwXWKdDNI5IutOMc5OKYw,20,11,2017,1175086
70lnL3QaSOIIyMa2X9aVRL,20,11,2017,1170780
7KXjTSCq5nL1LoYtL7XAwS,20,11,2017,1153847
7m9OqQk4RVRkw9JJdeAw96,20,11,2017,1142260
4v094LQ9eF10k2O2Te2ngK,20,11,2017,1060448
5yFSF6qQA1rcLsQRnBsZgb,20,11,2017,1056328
3whrwq4DtvucphBPUogRuJ,20,11,2017,1039991
7ofxPmTNMj2GP07g1VZa0O,20,11,2017,1014538
0CcQNd8CINkwQfe1RDtGV6,20,11,2017,996555
6RUKPb4LETWmmr3iAEQktW,20,11,2017,994407
7EI6Iki24tBHAMxtb4xQN2,20,11,2017,955086
1XRgIKC5TPwo7nWGyKqgG0,20,11,2017,951171
7y9iMe8SOB6z3NoHE2OfXl,20,11,2017,946961
5u6vkDnOyaf8LsteDAj2ub,20,11,2017,944703
5CtI0qwDJkDQGwXD1H1cLb,20,11,2017,943521
5bcTCxgc7xVfSaMV3RuVke,20,11,2017,940794
3VClLWqNn80Llv0PJOsKgr,20,11,2017,932199
0qYTZCo5Bwh1nsUFGZP3zn,20,11,2017,923088
693iqPOQvhI7PobtR8CC8v,20,11,2017,920861
1yxgsra98r3qAtxqiGZPiX,20,11,2017,912642
79cuOz3SPQTuFrp8WgftAu,20,11,2017,908336
152lZdxL1OR0ZMW6KquMif,20,11,2017,900920
5uCax9HTNlzGybIStD3vDh,20,11,2017,887098
5TysCiZtv1HnSWcTcUFusI,20,11,2017,879793
6NWl2m8asvH83xjuXVNsuG,20,11,2017,879352
7DsX5K72fewVGb47qj7Tbg,20,11,2017,877591
0lJCqIx5BhZtf6QtYI2fbv,20,11,2017,868974
0bYg9bo50gSsH3LtXe2SQn,20,11,2017,864654
6gBFPUFcJLzWGx4lenP6h2,20,11,2017,864022
6uFsE1JgZ20EXyU0JQZbUR,20,11,2017,854614
2Za1AlJNvksouPPWbXpR2X,20,11,2017,853183
2cnKEkpVUSV4wnjQiTWfH6,20,11,2017,852652
3zoYkqS4y2BsGVShPL2nTE,20,11,2017,844188
0JcNysfWVWaMS7R6vzGB2k,20,11,2017,843923
6WbADFqMvR8N5u0BvtsWQE,20,11,2017,816889
1Qg9jWGDkKAGZXj5v2OG59,20,11,2017,811291
0Wv5wuenRLI3BcwgT3HPIP,20,11,2017,806826
7AQim7LbvFVZJE3O8TYgf2,20,11,2017,795551
1OAh8uOEOvTDqkKFsKksCi,20,11,2017,792332
6EpRaXYhGOB3fj4V2uDkMJ,20,11,2017,790429
4lESS6vuruP6a79KWRaQou,20,11,2017,786589
5yuShbu70mtHXY0yLzCQLQ,20,11,2017,784443
3DXncPQOG4VBw3QHh3S817,20,11,2017,783907
2z4pcBLQXF2BXKFvd0BuB6,20,11,2017,776659
38yBBH2jacvDxrznF7h08J,20,11,2017,764086
0NiXXAI876aGImAd6rTj8w,20,11,2017,751590
4aWmUDTfIPGksMNLV2rQP2,20,11,2017,746971
3Ga6eKrUFf12ouh9Yw3v2D,20,11,2017,746527
40oKW22ZNNkEdZLJTScaQI,20,11,2017,739238
7F9vK8hNFMml4GtHsaXui6,20,11,2017,736436
2rE9TX3VQ0WNt7kziFhKep,20,11,2017,733978
7wGoVu4Dady5GV0Sv4UIsx,21,11,2017,5368949
0ofbQMrRDsUaVKq2mGLEAb,21,11,2017,4301271
7EmGUiUaOSGDnUUQUDrOXC,21,11,2017,3638684
2ekn2ttSfGqwhhate0LSR0,21,11,2017,3497245
0tgVpDi06FyKpA1z0VMD4v,21,11,2017,3414794
1mXVgsBdtIVeCLJnSnmtdV,21,11,2017,3301326
43ZyHQITOjhciSUUNPVRHc,21,11,2017,3189356
3hBBKuWJfxlIlnd9QFoC8k,21,11,2017,3122481
6mrKP2jyIQmM0rw6fQryjr,21,11,2017,2829801
1j4kHkkpqZRBwE0A4CN4Yv,21,11,2017,2711832
7vGuf3Y35N4wmASOKLUVVU,21,11,2017,2703182
75ZvA4QfFiZvzhj2xkaWAh,21,11,2017,2475540
1zsG4eaZmkA1dvjDDsAGLK,21,11,2017,2429341
5tz69p7tJuGPeMGwNTxYuV,21,11,2017,2247964
5Z3GHaZ6ec9bsiI5BenrbY,21,11,2017,2103255
32DGGj6KlNuBr6WaqRxpxi,21,11,2017,2056106
5AEtlRudpgdT5FtNiuly6Y,21,11,2017,1962081
0Zbbxnx4SGGHoIow4PpISP,21,11,2017,1922573
7qiZfU4dY1lWllzX7mPBI3,21,11,2017,1904590
2OALaHcDdKkjYEpAr0Qzab,21,11,2017,1787783
5b2QnYcT9rQIkhRWt4HztQ,21,11,2017,1786365
0tKcYR2II1VCQWT79i5NrW,21,11,2017,1766882
7GX5flRQZVHRAGd6B4TmDO,21,11,2017,1760444
6Za3190Sbw39BBC77WSS1C,21,11,2017,1741648
3B54sVLJ402zGa6Xm4YGNe,21,11,2017,1725267
42CeaId2XNlxugDvyqHfDf,21,11,2017,1698774
2fQrGHiQOvpL9UgPvtYy6G,21,11,2017,1675771
6QgjcU0zLnzq5OrUoSZ3OK,21,11,2017,1671452
3m660poUr1chesgkkjQM7P,21,11,2017,1640336
2rb5MvYT7ZIxbKW5hfcHx8,21,11,2017,1635483
3a1lNhkSLSkpJE4MSHpDu9,21,11,2017,1626768
2Xqd0wUttjueBfdcltADOv,21,11,2017,1585025
5hcisvFMidkMJlElTO9Qmw,21,11,2017,1538490
7iDa6hUg2VgEL1o1HjmfBn,21,11,2017,1530715
1m69ELEgE6k5ZWsap40ozt,21,11,2017,1523192
4dVpf9jZjcORqGTLUaeYj9,21,11,2017,1495374
7sO5G9EABYOXQKNPNiE9NR,21,11,2017,1493505
7JNh1cfm0eXjqFVOzKLyau,21,11,2017,1418572
2xmrfQpmS2iJExTlklLoAL,21,11,2017,1399594
0Qh38w01QRXK6KHIv0e3hb,21,11,2017,1366875
6De0lHrwBfPfrhorm9q1Xl,21,11,2017,1365292
1YZfcVLbbJwfizR5cDOp3q,21,11,2017,1340618
4iLqG9SeJSnt0cSPICSjxv,21,11,2017,1332797
2771LMNxwf62FTAdpJMQfM,21,11,2017,1329876
1wjzFQodRWrPcQ0AnYnvQ9,21,11,2017,1302861
7nZmah2llfvLDiUjm0kiyz,21,11,2017,1280269
2nUJvBO87SkxCViQsLc9Zr,21,11,2017,1267248
0CokSRCu5hZgPxcZBaEzVE,21,11,2017,1265481
70lnL3QaSOIIyMa2X9aVRL,21,11,2017,1248817
7fwXWKdDNI5IutOMc5OKYw,21,11,2017,1242879
3PEgB3fkiojxms35ntsTgs,21,11,2017,1218738
7KXjTSCq5nL1LoYtL7XAwS,21,11,2017,1183962
7m9OqQk4RVRkw9JJdeAw96,21,11,2017,1151334
4v094LQ9eF10k2O2Te2ngK,21,11,2017,1123880
5yFSF6qQA1rcLsQRnBsZgb,21,11,2017,1106046
3whrwq4DtvucphBPUogRuJ,21,11,2017,1090206
7ofxPmTNMj2GP07g1VZa0O,21,11,2017,1082392
7EI6Iki24tBHAMxtb4xQN2,21,11,2017,1035995
0CcQNd8CINkwQfe1RDtGV6,21,11,2017,1021648
7y9iMe8SOB6z3NoHE2OfXl,21,11,2017,1017553
6RUKPb4LETWmmr3iAEQktW,21,11,2017,1016253
1XRgIKC5TPwo7nWGyKqgG0,21,11,2017,1010234
3VClLWqNn80Llv0PJOsKgr,21,11,2017,1007804
0qYTZCo5Bwh1nsUFGZP3zn,21,11,2017,1003648
5u6vkDnOyaf8LsteDAj2ub,21,11,2017,980434
3Ga6eKrUFf12ouh9Yw3v2D,21,11,2017,968652
693iqPOQvhI7PobtR8CC8v,21,11,2017,962942
1yxgsra98r3qAtxqiGZPiX,21,11,2017,960862
79cuOz3SPQTuFrp8WgftAu,21,11,2017,959033
5CtI0qwDJkDQGwXD1H1cLb,21,11,2017,958260
0bYg9bo50gSsH3LtXe2SQn,21,11,2017,956067
0lJCqIx5BhZtf6QtYI2fbv,21,11,2017,955445
6NWl2m8asvH83xjuXVNsuG,21,11,2017,950493
5TysCiZtv1HnSWcTcUFusI,21,11,2017,940713
5bcTCxgc7xVfSaMV3RuVke,21,11,2017,926877
5uCax9HTNlzGybIStD3vDh,21,11,2017,919618
2cnKEkpVUSV4wnjQiTWfH6,21,11,2017,916581
152lZdxL1OR0ZMW6KquMif,21,11,2017,915552
0JcNysfWVWaMS7R6vzGB2k,21,11,2017,915400
2Za1AlJNvksouPPWbXpR2X,21,11,2017,911698
6gBFPUFcJLzWGx4lenP6h2,21,11,2017,910137
7DsX5K72fewVGb47qj7Tbg,21,11,2017,904191
6uFsE1JgZ20EXyU0JQZbUR,21,11,2017,886729
3zoYkqS4y2BsGVShPL2nTE,21,11,2017,874442
0Wv5wuenRLI3BcwgT3HPIP,21,11,2017,869969
1Qg9jWGDkKAGZXj5v2OG59,21,11,2017,866430
2z4pcBLQXF2BXKFvd0BuB6,21,11,2017,866307
4lESS6vuruP6a79KWRaQou,21,11,2017,861868
6WbADFqMvR8N5u0BvtsWQE,21,11,2017,851233
1OAh8uOEOvTDqkKFsKksCi,21,11,2017,839674
6EpRaXYhGOB3fj4V2uDkMJ,21,11,2017,838062
5yuShbu70mtHXY0yLzCQLQ,21,11,2017,819499
7AQim7LbvFVZJE3O8TYgf2,21,11,2017,810275
3DXncPQOG4VBw3QHh3S817,21,11,2017,792191
2rE9TX3VQ0WNt7kziFhKep,21,11,2017,790844
4aWmUDTfIPGksMNLV2rQP2,21,11,2017,784363
0NiXXAI876aGImAd6rTj8w,21,11,2017,784044
790MhTXPFrYkrqCKvpg4t1,21,11,2017,778084
38yBBH2jacvDxrznF7h08J,21,11,2017,774687
0tPQPaOKM32WgMSbPCYyRH,21,11,2017,774225
7wGoVu4Dady5GV0Sv4UIsx,22,11,2017,5489874
0ofbQMrRDsUaVKq2mGLEAb,22,11,2017,4437974
7EmGUiUaOSGDnUUQUDrOXC,22,11,2017,3722111
2ekn2ttSfGqwhhate0LSR0,22,11,2017,3578386
0tgVpDi06FyKpA1z0VMD4v,22,11,2017,3442311
43ZyHQITOjhciSUUNPVRHc,22,11,2017,3357472
1mXVgsBdtIVeCLJnSnmtdV,22,11,2017,3300149
3hBBKuWJfxlIlnd9QFoC8k,22,11,2017,3203191
6mrKP2jyIQmM0rw6fQryjr,22,11,2017,2847698
7vGuf3Y35N4wmASOKLUVVU,22,11,2017,2751151
1j4kHkkpqZRBwE0A4CN4Yv,22,11,2017,2717625
1zsG4eaZmkA1dvjDDsAGLK,22,11,2017,2630351
75ZvA4QfFiZvzhj2xkaWAh,22,11,2017,2504894
5tz69p7tJuGPeMGwNTxYuV,22,11,2017,2269725
5Z3GHaZ6ec9bsiI5BenrbY,22,11,2017,2120224
32DGGj6KlNuBr6WaqRxpxi,22,11,2017,2098519
5AEtlRudpgdT5FtNiuly6Y,22,11,2017,2053295
7qiZfU4dY1lWllzX7mPBI3,22,11,2017,1950261
0Zbbxnx4SGGHoIow4PpISP,22,11,2017,1898359
2OALaHcDdKkjYEpAr0Qzab,22,11,2017,1836805
0tKcYR2II1VCQWT79i5NrW,22,11,2017,1835173
7GX5flRQZVHRAGd6B4TmDO,22,11,2017,1798041
42CeaId2XNlxugDvyqHfDf,22,11,2017,1786113
3B54sVLJ402zGa6Xm4YGNe,22,11,2017,1773784
5b2QnYcT9rQIkhRWt4HztQ,22,11,2017,1772807
6Za3190Sbw39BBC77WSS1C,22,11,2017,1756135
2fQrGHiQOvpL9UgPvtYy6G,22,11,2017,1729440
6QgjcU0zLnzq5OrUoSZ3OK,22,11,2017,1704434
3m660poUr1chesgkkjQM7P,22,11,2017,1687383
3a1lNhkSLSkpJE4MSHpDu9,22,11,2017,1666473
2rb5MvYT7ZIxbKW5hfcHx8,22,11,2017,1665643
2Xqd0wUttjueBfdcltADOv,22,11,2017,1652754
7iDa6hUg2VgEL1o1HjmfBn,22,11,2017,1580475
5hcisvFMidkMJlElTO9Qmw,22,11,2017,1579493
1m69ELEgE6k5ZWsap40ozt,22,11,2017,1553187
7sO5G9EABYOXQKNPNiE9NR,22,11,2017,1530144
4dVpf9jZjcORqGTLUaeYj9,22,11,2017,1523412
2xmrfQpmS2iJExTlklLoAL,22,11,2017,1482844
7JNh1cfm0eXjqFVOzKLyau,22,11,2017,1440761
6De0lHrwBfPfrhorm9q1Xl,22,11,2017,1408768
0Qh38w01QRXK6KHIv0e3hb,22,11,2017,1390843
